%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status_list0.goal_id.stamp,field.status_list0.goal_id.id,field.status_list0.status,field.status_list0.text
1780307126222010303,3617,1780307126221662015,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307126422047180,3618,1780307126421592067,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307126621907283,3619,1780307126621548474,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307126824239155,3620,1780307126821569569,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307127021839888,3621,1780307127021539570,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307127221961455,3622,1780307127221562801,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307127422005415,3623,1780307127421604366,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307127622075679,3624,1780307127621530876,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307127822112452,3625,1780307127821533898,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307128022669287,3626,1780307128022033910,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307128221871408,3627,1780307128221538432,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307128421890160,3628,1780307128421548903,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307128621902765,3629,1780307128621602238,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307128821943757,3630,1780307128821587708,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307129021814693,3631,1780307129021550938,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307129221791673,3632,1780307129221532137,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307129422213142,3633,1780307129421709017,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307129621817145,3634,1780307129621539900,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
